sample,condition,raw
TR_04,Recurrent,17958
TR_04,Recurrent,21721
TR_04,Recurrent,35696
TR_04,Recurrent,2563
TR_04,Recurrent,2005
TR_04,Recurrent,9940
TR_04,Recurrent,27499
TR_04,Recurrent,28255
TR_04,Recurrent,18155
TR_04,Recurrent,24655
TR_04,Recurrent,30928
TR_04,Recurrent,13668
TR_04,Recurrent,7929
TR_04,Recurrent,25492
TR_04,Recurrent,31170
TR_04,Recurrent,26513
TR_04,Recurrent,37561
TR_04,Recurrent,23847
TR_04,Recurrent,18684
TR_04,Recurrent,38910
TR_04,Recurrent,20861
TR_04,Recurrent,18550
TR_04,Recurrent,34583
TR_04,Recurrent,25507
TR_04,Recurrent,31815
TR_04,Recurrent,3764
TR_04,Recurrent,2895
TR_04,Recurrent,15803
TR_04,Recurrent,42815
TR_04,Recurrent,14908
TR_04,Recurrent,13249
TR_04,Recurrent,16491
TR_04,Recurrent,25117
TR_04,Recurrent,24382
TR_04,Recurrent,6814
TR_04,Recurrent,38170
TR_04,Recurrent,33397
TR_04,Recurrent,24470
TR_04,Recurrent,5780
TR_04,Recurrent,22578
TR_04,Recurrent,5346
TR_04,Recurrent,56028
TR_04,Recurrent,3224
TR_04,Recurrent,7721
TR_04,Recurrent,3145
TR_04,Recurrent,19867
TR_04,Recurrent,24966
TR_04,Recurrent,56701
TR_04,Recurrent,36894
TR_04,Recurrent,27688
TR_04,Recurrent,22830
TR_04,Recurrent,28879
TR_04,Recurrent,1729
TR_04,Recurrent,28658
TR_04,Recurrent,16808
TR_04,Recurrent,34819
TR_04,Recurrent,38003
TR_04,Recurrent,50890
TR_04,Recurrent,5805
TR_04,Recurrent,48594
TR_04,Recurrent,17525
TR_04,Recurrent,21644
TR_04,Recurrent,21546
TR_04,Recurrent,30122
TR_04,Recurrent,14543
TR_04,Recurrent,26484
TR_04,Recurrent,16262
TR_04,Recurrent,31709
TR_04,Recurrent,25140
TR_04,Recurrent,9218
TR_04,Recurrent,21553
TR_04,Recurrent,11526
TR_04,Recurrent,34918
TR_04,Recurrent,22413
TR_04,Recurrent,8304
TR_04,Recurrent,18560
TR_04,Recurrent,24737
TR_04,Recurrent,40986
TR_04,Recurrent,6416
TR_04,Recurrent,24243
TR_04,Recurrent,28826
TR_04,Recurrent,30240
TR_04,Recurrent,47745
TR_04,Recurrent,45643
TR_04,Recurrent,17034
TR_04,Recurrent,25487
TR_04,Recurrent,34352
TR_04,Recurrent,19191
TR_04,Recurrent,21600
TR_04,Recurrent,2930
TR_04,Recurrent,2693
TR_04,Recurrent,26718
TR_04,Recurrent,18085
TR_04,Recurrent,8979
TR_04,Recurrent,30526
TR_04,Recurrent,17070
TR_04,Recurrent,33932
TR_04,Recurrent,22489
TR_04,Recurrent,15778
TR_04,Recurrent,14066
TR_04,Recurrent,25381
TR_04,Recurrent,6130
TR_04,Recurrent,47938
TR_04,Recurrent,28522
TR_04,Recurrent,26962
TR_04,Recurrent,61092
TR_04,Recurrent,44453
TR_04,Recurrent,36853
TR_04,Recurrent,24120
TR_04,Recurrent,20746
TR_04,Recurrent,56316
TR_04,Recurrent,38780
TR_04,Recurrent,2179
TR_04,Recurrent,25681
TR_04,Recurrent,3166
TR_04,Recurrent,4377
TR_04,Recurrent,28073
TR_04,Recurrent,50241
TR_04,Recurrent,25083
TR_04,Recurrent,18851
TR_04,Recurrent,3806
TR_04,Recurrent,36318
TR_04,Recurrent,25199
TR_04,Recurrent,22346
TR_04,Recurrent,57278
TR_04,Recurrent,4166
TR_04,Recurrent,1887
TR_04,Recurrent,37955
TR_04,Recurrent,21699
TR_04,Recurrent,39506
TR_04,Recurrent,11819
TR_04,Recurrent,30813
TR_04,Recurrent,15976
TR_04,Recurrent,2973
TR_04,Recurrent,6637
TR_04,Recurrent,24742
TR_04,Recurrent,50307
TR_04,Recurrent,26300
TR_04,Recurrent,34753
TR_04,Recurrent,16396
TR_04,Recurrent,31549
TR_04,Recurrent,19942
TR_04,Recurrent,38822
TR_04,Recurrent,20992
TR_04,Recurrent,13567
TR_04,Recurrent,41497
TR_04,Recurrent,35917
TR_04,Recurrent,23928
TR_04,Recurrent,23421
TR_04,Recurrent,1605
TR_04,Recurrent,2723
TR_04,Recurrent,6757
TR_04,Recurrent,24944
TR_04,Recurrent,2744
TR_04,Recurrent,57293
TR_04,Recurrent,13613
TR_04,Recurrent,5375
TR_04,Recurrent,18705
TR_04,Recurrent,2099
TR_04,Recurrent,15107
TR_04,Recurrent,25723
TR_04,Recurrent,15037
TR_04,Recurrent,25140
TR_04,Recurrent,25461
TR_04,Recurrent,13061
TR_04,Recurrent,23788
TR_04,Recurrent,8410
TR_04,Recurrent,12553
TR_04,Recurrent,36848
TR_04,Recurrent,32542
TR_04,Recurrent,3717
TR_04,Recurrent,20881
TR_04,Recurrent,48501
TR_04,Recurrent,11699
TR_04,Recurrent,16834
TR_04,Recurrent,27954
TR_04,Recurrent,45794
TR_04,Recurrent,22854
TR_04,Recurrent,3044
TR_04,Recurrent,17869
TR_04,Recurrent,15288
TR_04,Recurrent,25884
TR_04,Recurrent,20471
TR_04,Recurrent,15175
TR_04,Recurrent,30488
TR_04,Recurrent,47939
TR_04,Recurrent,32383
TR_04,Recurrent,11806
TR_04,Recurrent,16397
TR_04,Recurrent,25590
TR_04,Recurrent,20442
TR_04,Recurrent,30211
TR_04,Recurrent,58497
TR_04,Recurrent,22701
TR_04,Recurrent,52888
TR_04,Recurrent,26453
TR_04,Recurrent,30572
TR_04,Recurrent,33125
TR_04,Recurrent,9325
TR_04,Recurrent,23672
TR_04,Recurrent,27481
TR_04,Recurrent,21092
TR_04,Recurrent,28995
TR_04,Recurrent,12986
TR_04,Recurrent,23414
TR_04,Recurrent,16937
TR_04,Recurrent,23631
TR_04,Recurrent,18649
TR_04,Recurrent,32319
TR_04,Recurrent,19404
TR_04,Recurrent,1923
TR_04,Recurrent,27170
TR_04,Recurrent,24724
TR_04,Recurrent,44531
TR_04,Recurrent,8758
TR_04,Recurrent,26576
TR_04,Recurrent,19929
TR_04,Recurrent,18569
TR_04,Recurrent,24986
TR_04,Recurrent,20237
TR_04,Recurrent,2515
TR_04,Recurrent,2988
TR_04,Recurrent,16407
TR_04,Recurrent,15306
TR_04,Recurrent,12941
TR_04,Recurrent,28153
TR_04,Recurrent,2746
TR_04,Recurrent,23565
TR_04,Recurrent,39302
TR_04,Recurrent,40650
TR_04,Recurrent,25717
TR_04,Recurrent,43379
TR_04,Recurrent,2594
TR_04,Recurrent,15721
TR_04,Recurrent,2120
TR_04,Recurrent,27628
TR_04,Recurrent,6496
TR_04,Recurrent,25957
TR_04,Recurrent,11131
TR_04,Recurrent,29656
TR_04,Recurrent,14002
TR_04,Recurrent,2060
TR_04,Recurrent,31555
TR_04,Recurrent,25064
TR_04,Recurrent,14044
TR_04,Recurrent,16003
TR_04,Recurrent,20985
TR_04,Recurrent,20482
TR_04,Recurrent,39112
TR_04,Recurrent,1816
TR_04,Recurrent,29690
TR_04,Recurrent,49052
TR_04,Recurrent,18285
TR_04,Recurrent,22754
TR_04,Recurrent,2544
TR_04,Recurrent,18503
TR_04,Recurrent,41232
TR_04,Recurrent,3049
TR_04,Recurrent,15630
TR_04,Recurrent,41377
TR_04,Recurrent,30213
TR_04,Recurrent,41598
TR_04,Recurrent,8408
TR_04,Recurrent,4403
TR_04,Recurrent,2788
TR_04,Recurrent,31791
TR_04,Recurrent,28953
TR_04,Recurrent,37344
TR_04,Recurrent,26398
TR_04,Recurrent,20909
TR_04,Recurrent,19976
TR_04,Recurrent,22500
TR_04,Recurrent,19659
TR_04,Recurrent,22588
TR_04,Recurrent,39523
TR_04,Recurrent,26780
TR_04,Recurrent,33277
TR_04,Recurrent,24556
TR_04,Recurrent,21635
TR_04,Recurrent,37728
TR_04,Recurrent,3552
TR_04,Recurrent,50692
TR_04,Recurrent,22555
TR_04,Recurrent,31153
TR_04,Recurrent,2025
TR_04,Recurrent,31925
TR_04,Recurrent,50886
TR_04,Recurrent,17592
TR_04,Recurrent,49651
TR_04,Recurrent,35706
TR_04,Recurrent,23779
TR_04,Recurrent,25043
TR_04,Recurrent,17724
TR_04,Recurrent,27776
TR_04,Recurrent,38897
TR_04,Recurrent,14421
TR_04,Recurrent,20916
TR_04,Recurrent,5384
TR_04,Recurrent,5974
TR_04,Recurrent,44179
TR_04,Recurrent,26054
TR_04,Recurrent,2900
TR_04,Recurrent,19691
TR_04,Recurrent,27542
TR_04,Recurrent,34076
TR_04,Recurrent,28635
TR_04,Recurrent,26044
TR_04,Recurrent,30995
TR_04,Recurrent,4172
TR_04,Recurrent,15540
TR_04,Recurrent,1177
TR_04,Recurrent,2679
TR_04,Recurrent,23279
TR_04,Recurrent,1541
TR_04,Recurrent,1910
TR_04,Recurrent,42898
TR_04,Recurrent,34004
TR_04,Recurrent,27846
TR_04,Recurrent,50798
TR_04,Recurrent,37800
TR_04,Recurrent,2408
TR_04,Recurrent,15714
TR_04,Recurrent,30951
TR_04,Recurrent,23619
TR_04,Recurrent,46935
TR_04,Recurrent,6914
TR_04,Recurrent,9579
TR_04,Recurrent,18631
TR_04,Recurrent,41692
TR_04,Recurrent,32779
TR_04,Recurrent,33690
TR_04,Recurrent,30730
TR_04,Recurrent,34354
TR_04,Recurrent,20107
TR_04,Recurrent,22440
TR_04,Recurrent,3291
TR_04,Recurrent,20978
TR_04,Recurrent,55345
TR_04,Recurrent,59496
TR_04,Recurrent,21854
TR_04,Recurrent,3603
TR_04,Recurrent,21797
TR_04,Recurrent,39953
TR_04,Recurrent,29655
TR_04,Recurrent,39902
TR_04,Recurrent,12998
TR_04,Recurrent,24632
TR_04,Recurrent,40881
TR_04,Recurrent,18503
TR_04,Recurrent,30355
TR_04,Recurrent,24749
TR_04,Recurrent,31853
TR_04,Recurrent,21290
TR_04,Recurrent,34514
TR_04,Recurrent,22979
TR_04,Recurrent,10846
TR_04,Recurrent,21643
TR_04,Recurrent,50381
TR_04,Recurrent,25136
TR_04,Recurrent,44131
TR_04,Recurrent,36595
TR_04,Recurrent,21899
TR_04,Recurrent,8598
TR_04,Recurrent,20875
TR_04,Recurrent,2847
TR_04,Recurrent,4969
TR_04,Recurrent,2056
TR_04,Recurrent,7997
TR_04,Recurrent,41973
TR_04,Recurrent,1209
TR_04,Recurrent,38267
TR_04,Recurrent,22484
TR_04,Recurrent,35898
TR_04,Recurrent,19625
TR_04,Recurrent,19704
TR_04,Recurrent,20557
TR_04,Recurrent,21891
TR_04,Recurrent,3028
TR_04,Recurrent,14043
TR_04,Recurrent,10416
TR_04,Recurrent,42549
TR_04,Recurrent,45912
TR_04,Recurrent,3031
TR_04,Recurrent,17998
TR_04,Recurrent,25946
TR_04,Recurrent,4920
TR_04,Recurrent,11751
TR_04,Recurrent,14908
TR_04,Recurrent,19373
TR_04,Recurrent,18678
TR_04,Recurrent,28203
TR_04,Recurrent,35026
TR_04,Recurrent,28086
TR_04,Recurrent,23472
TR_04,Recurrent,18511
TR_04,Recurrent,22339
TR_04,Recurrent,5479
TR_04,Recurrent,40673
TR_04,Recurrent,48050
TR_04,Recurrent,23115
TR_04,Recurrent,57017
TR_04,Recurrent,24111
TR_04,Recurrent,3359
TR_04,Recurrent,27449
TR_04,Recurrent,20502
TR_04,Recurrent,29618
TR_04,Recurrent,13511
TR_04,Recurrent,3332
TR_04,Recurrent,36306
TR_04,Recurrent,27100
TR_04,Recurrent,21949
TR_04,Recurrent,22454
TR_04,Recurrent,3983
TR_04,Recurrent,54153
TR_04,Recurrent,25326
TR_04,Recurrent,41218
TR_04,Recurrent,27455
TR_04,Recurrent,31866
TR_04,Recurrent,24753
TR_04,Recurrent,23664
TR_04,Recurrent,3247
TR_04,Recurrent,30373
TR_04,Recurrent,1928
TR_04,Recurrent,6570
TR_04,Recurrent,37286
TR_04,Recurrent,25952
TR_04,Recurrent,8589
TR_04,Recurrent,14721
TR_04,Recurrent,23159
TR_04,Recurrent,13599
TR_04,Recurrent,9159
TR_04,Recurrent,2302
TR_04,Recurrent,26994
TR_04,Recurrent,30103
TR_04,Recurrent,19678
TR_04,Recurrent,22244
TR_04,Recurrent,1777
TR_04,Recurrent,24860
TR_04,Recurrent,35429
TR_04,Recurrent,9683
TR_04,Recurrent,17442
TR_04,Recurrent,20478
TR_04,Recurrent,32565
TR_04,Recurrent,2433
TR_04,Recurrent,3060
TR_04,Recurrent,30361
TR_04,Recurrent,16941
TR_04,Recurrent,20969
TR_04,Recurrent,26282
TR_04,Recurrent,28021
TR_04,Recurrent,12658
TR_04,Recurrent,40293
TR_04,Recurrent,30245
TR_04,Recurrent,27368
TR_04,Recurrent,34360
TR_04,Recurrent,27469
TR_04,Recurrent,18672
TR_04,Recurrent,28207
TR_04,Recurrent,39595
TR_04,Recurrent,25988
TR_04,Recurrent,11472
TR_04,Recurrent,18975
TR_04,Recurrent,16942
TR_04,Recurrent,20156
TR_04,Recurrent,18466
TR_04,Recurrent,44318
TR_04,Recurrent,19194
TR_04,Recurrent,37270
TR_04,Recurrent,29199
TR_04,Recurrent,2090
TR_04,Recurrent,33337
TR_04,Recurrent,18684
TR_04,Recurrent,36358
TR_04,Recurrent,33107
TR_04,Recurrent,34360
TR_04,Recurrent,48458
TR_04,Recurrent,14044
TR_04,Recurrent,21278
TR_04,Recurrent,16299
TR_04,Recurrent,5023
TR_04,Recurrent,15173
TR_04,Recurrent,30402
TR_04,Recurrent,1508
TR_04,Recurrent,16920
TR_04,Recurrent,24158
TR_04,Recurrent,31856
TR_04,Recurrent,22860
TR_04,Recurrent,20016
TR_04,Recurrent,26739
TR_04,Recurrent,35360
TR_04,Recurrent,23375
TR_04,Recurrent,31125
TR_04,Recurrent,12618
TR_04,Recurrent,17040
TR_04,Recurrent,12690
TR_04,Recurrent,1696
TR_04,Recurrent,16136
TR_04,Recurrent,4732
TR_04,Recurrent,15438
TR_04,Recurrent,35219
TR_04,Recurrent,22913
TR_04,Recurrent,31062
TR_04,Recurrent,12962
TR_04,Recurrent,41612
TR_04,Recurrent,20041
TR_04,Recurrent,18290
TR_04,Recurrent,24306
TR_04,Recurrent,19699
TR_04,Recurrent,47255
TR_04,Recurrent,4435
TR_04,Recurrent,4759
TR_04,Recurrent,19990
TR_04,Recurrent,17372
TR_04,Recurrent,37142
TR_04,Recurrent,20097
TR_04,Recurrent,25960
TR_04,Recurrent,40490
TR_04,Recurrent,16594
TR_04,Recurrent,2688
TR_04,Recurrent,23549
TR_04,Recurrent,8842
TR_04,Recurrent,18917
TR_04,Recurrent,16129
TR_04,Recurrent,20794
TR_04,Recurrent,25736
TR_04,Recurrent,23968
TR_04,Recurrent,10416
TR_04,Recurrent,24896
TR_04,Recurrent,20490
TR_04,Recurrent,18224
TR_04,Recurrent,31789
TR_04,Recurrent,38966
TR_04,Recurrent,35033
TR_04,Recurrent,3361
TR_04,Recurrent,10285
TR_04,Recurrent,20789
TR_04,Recurrent,1971
TR_04,Recurrent,15896
TR_04,Recurrent,26025
TR_04,Recurrent,16086
TR_04,Recurrent,31893
TR_04,Recurrent,9366
TR_04,Recurrent,10653
TR_04,Recurrent,42133
TR_04,Recurrent,24681
TR_04,Recurrent,34844
TR_04,Recurrent,19597
TR_04,Recurrent,11935
TR_04,Recurrent,10113
TR_04,Recurrent,19013
TR_04,Recurrent,27910
TR_04,Recurrent,11459
TR_04,Recurrent,25455
TR_04,Recurrent,31224
TR_04,Recurrent,7139
TR_04,Recurrent,22982
TR_04,Recurrent,1519
TR_04,Recurrent,22513
TR_04,Recurrent,31241
TR_04,Recurrent,19464
TR_04,Recurrent,51548
TR_04,Recurrent,29875
TR_04,Recurrent,4316
TR_04,Recurrent,17348
TR_04,Recurrent,20191
TR_04,Recurrent,14338
TR_04,Recurrent,20458
TR_04,Recurrent,2243
TR_04,Recurrent,2071
TR_04,Recurrent,20050
TR_04,Recurrent,29215
TR_04,Recurrent,51281
TR_04,Recurrent,3242
TR_04,Recurrent,28595
TR_04,Recurrent,26128
TR_04,Recurrent,37065
TR_04,Recurrent,20829
TR_04,Recurrent,8338
TR_04,Recurrent,42712
TR_04,Recurrent,4648
TR_04,Recurrent,4158
TR_04,Recurrent,23841
TR_04,Recurrent,17135
TR_04,Recurrent,31917
TR_04,Recurrent,2488
TR_04,Recurrent,1307
TR_04,Recurrent,24375
TR_04,Recurrent,32291
TR_04,Recurrent,35943
TR_04,Recurrent,49847
TR_04,Recurrent,26766
TR_04,Recurrent,14334
TR_04,Recurrent,30596
TR_04,Recurrent,22011
TR_04,Recurrent,18614
TR_04,Recurrent,34272
TR_04,Recurrent,20564
TR_04,Recurrent,23574
TR_04,Recurrent,29233
TR_04,Recurrent,4394
TR_04,Recurrent,9748
TR_04,Recurrent,25301
TR_04,Recurrent,37931
TR_04,Recurrent,1646
TR_04,Recurrent,5883
TR_04,Recurrent,20258
TR_04,Recurrent,8838
TR_04,Recurrent,7118
TR_04,Recurrent,13872
TR_04,Recurrent,34022
TR_04,Recurrent,38808
TR_04,Recurrent,41973
TR_04,Recurrent,34389
TR_04,Recurrent,22053
TR_04,Recurrent,25969
TR_04,Recurrent,28046
TR_04,Recurrent,20258
TR_04,Recurrent,4764
TR_04,Recurrent,3155
TR_04,Recurrent,2140
TR_04,Recurrent,3568
TR_04,Recurrent,23900
TR_04,Recurrent,8555
TR_04,Recurrent,17829
TR_04,Recurrent,42819
TR_04,Recurrent,23332
TR_04,Recurrent,47469
TR_04,Recurrent,12752
TR_04,Recurrent,2319
TR_04,Recurrent,19076
TR_04,Recurrent,2265
TR_04,Recurrent,13118
TR_04,Recurrent,19954
TR_04,Recurrent,46916
TR_04,Recurrent,27486
TR_04,Recurrent,5006
TR_04,Recurrent,38799
TR_04,Recurrent,37088
TR_04,Recurrent,2328
TR_04,Recurrent,2163
TR_04,Recurrent,40672
TR_04,Recurrent,28610
TR_04,Recurrent,23815
TR_04,Recurrent,16632
TR_04,Recurrent,40237
TR_04,Recurrent,34107
TR_04,Recurrent,21600
TR_04,Recurrent,2645
TR_04,Recurrent,26228
TR_04,Recurrent,27869
TR_04,Recurrent,3906
TR_04,Recurrent,11368
TR_04,Recurrent,48758
TR_04,Recurrent,9988
TR_04,Recurrent,15623
TR_04,Recurrent,40555
TR_04,Recurrent,26658
TR_04,Recurrent,54010
TR_04,Recurrent,23172
TR_04,Recurrent,53743
TR_04,Recurrent,19348
TR_04,Recurrent,17672
TR_04,Recurrent,23165
TR_04,Recurrent,35470
TR_04,Recurrent,38070
TR_04,Recurrent,18090
TR_04,Recurrent,16017
TR_04,Recurrent,2078
TR_04,Recurrent,13800
TR_04,Recurrent,1528
TR_04,Recurrent,18285
TR_04,Recurrent,2368
TR_04,Recurrent,25908
TR_04,Recurrent,44778
TR_04,Recurrent,1566
TR_04,Recurrent,15672
TR_04,Recurrent,2206
TR_04,Recurrent,19690
TR_04,Recurrent,48842
TR_04,Recurrent,8550
TR_04,Recurrent,21319
TR_04,Recurrent,38421
TR_04,Recurrent,39230
TR_04,Recurrent,8433
TR_04,Recurrent,29925
TR_04,Recurrent,33689
TR_04,Recurrent,12107
TR_04,Recurrent,13630
TR_04,Recurrent,10790
TR_04,Recurrent,8654
TR_04,Recurrent,19685
TR_04,Recurrent,5124
TR_04,Recurrent,15072
TR_04,Recurrent,36170
TR_04,Recurrent,22138
TR_04,Recurrent,18106
TR_04,Recurrent,1172
TR_04,Recurrent,39523
TR_04,Recurrent,35215
TR_04,Recurrent,15845
TR_04,Recurrent,28597
TR_04,Recurrent,5005
TR_04,Recurrent,30430
TR_04,Recurrent,31477
TR_04,Recurrent,2098
TR_04,Recurrent,19292
TR_04,Recurrent,45609
TR_04,Recurrent,20757
TR_04,Recurrent,16662
TR_04,Recurrent,19380
TR_04,Recurrent,31015
TR_04,Recurrent,34764
TR_04,Recurrent,2751
TR_04,Recurrent,3067
TR_04,Recurrent,32195
TR_04,Recurrent,25446
TR_04,Recurrent,19305
TR_04,Recurrent,24107
TR_04,Recurrent,50197
TR_04,Recurrent,31680
TR_04,Recurrent,19671
TR_04,Recurrent,1494
TR_04,Recurrent,27654
TR_04,Recurrent,21451
TR_04,Recurrent,22089
TR_04,Recurrent,24061
TR_04,Recurrent,34362
TR_04,Recurrent,24220
TR_04,Recurrent,25636
TR_04,Recurrent,21280
TR_04,Recurrent,40561
TR_04,Recurrent,28426
TR_04,Recurrent,40303
TR_04,Recurrent,27866
TR_04,Recurrent,4618
TR_04,Recurrent,2788
TR_04,Recurrent,15219
TR_04,Recurrent,32443
TR_04,Recurrent,37139
TR_04,Recurrent,19619
TR_04,Recurrent,31940
TR_04,Recurrent,28425
TR_04,Recurrent,16535
TR_04,Recurrent,23357
TR_04,Recurrent,32148
TR_04,Recurrent,25149
TR_04,Recurrent,40177
TR_04,Recurrent,28032
TR_04,Recurrent,45706
TR_04,Recurrent,33262
TR_04,Recurrent,12280
TR_04,Recurrent,8859
TR_04,Recurrent,7397
TR_04,Recurrent,16072
TR_04,Recurrent,24973
TR_04,Recurrent,21136
TR_04,Recurrent,39400
TR_04,Recurrent,34434
TR_04,Recurrent,15627
TR_04,Recurrent,24880
TR_04,Recurrent,14975
TR_04,Recurrent,7328
TR_04,Recurrent,7988
TR_04,Recurrent,24089
TR_04,Recurrent,1513
TR_04,Recurrent,31052
TR_04,Recurrent,35625
TR_04,Recurrent,1258
TR_04,Recurrent,22008
TR_04,Recurrent,19931
TR_04,Recurrent,31309
TR_04,Recurrent,18723
TR_04,Recurrent,1717
TR_04,Recurrent,3518
TR_04,Recurrent,26245
TR_04,Recurrent,10547
TR_04,Recurrent,11176
TR_04,Recurrent,34508
TR_04,Recurrent,16259
TR_04,Recurrent,1901
TR_04,Recurrent,28418
TR_04,Recurrent,33161
TR_04,Recurrent,19239
TR_04,Recurrent,21671
TR_04,Recurrent,18627
TR_04,Recurrent,29841
TR_04,Recurrent,34369
TR_04,Recurrent,13531
TR_04,Recurrent,27062
TR_04,Recurrent,21084
TR_04,Recurrent,18653
TR_04,Recurrent,14266
TR_04,Recurrent,15714
TR_04,Recurrent,26698
TR_04,Recurrent,27619
TR_04,Recurrent,20286
TR_04,Recurrent,27382
TR_04,Recurrent,26897
TR_04,Recurrent,7663
TR_04,Recurrent,6424
TR_04,Recurrent,11360
TR_04,Recurrent,23847
TR_04,Recurrent,1497
TR_04,Recurrent,31768
TR_04,Recurrent,32622
TR_04,Recurrent,2176
TR_04,Recurrent,19375
TR_04,Recurrent,19272
TR_04,Recurrent,23110
TR_04,Recurrent,3883
TR_04,Recurrent,36347
TR_04,Recurrent,30425
TR_04,Recurrent,40970
TR_04,Recurrent,4069
TR_04,Recurrent,22855
TR_04,Recurrent,18631
TR_04,Recurrent,12438
TR_04,Recurrent,31461
TR_04,Recurrent,28343
TR_04,Recurrent,16583
TR_04,Recurrent,8792
TR_04,Recurrent,24178
TR_04,Recurrent,28646
TR_04,Recurrent,28039
TR_04,Recurrent,21264
TR_04,Recurrent,5391
TR_04,Recurrent,24301
TR_04,Recurrent,14947
TR_04,Recurrent,1372
TR_04,Recurrent,33685
TR_04,Recurrent,26433
TR_04,Recurrent,6869
TR_04,Recurrent,38466
TR_04,Recurrent,24820
TR_04,Recurrent,29579
TR_04,Recurrent,3438
TR_04,Recurrent,12387
TR_04,Recurrent,30934
TR_04,Recurrent,33671
TR_04,Recurrent,17967
TR_04,Recurrent,12704
TR_04,Recurrent,16223
TR_04,Recurrent,2683
TR_04,Recurrent,54588
TR_04,Recurrent,17579
TR_04,Recurrent,40139
TR_04,Recurrent,13607
TR_04,Recurrent,14774
TR_04,Recurrent,32551
TR_04,Recurrent,18712
TR_04,Recurrent,30279
TR_04,Recurrent,1382
TR_04,Recurrent,32299
TR_04,Recurrent,18343
TR_04,Recurrent,34252
TR_04,Recurrent,32369
TR_04,Recurrent,17517
TR_04,Recurrent,38354
TR_04,Recurrent,15234
TR_04,Recurrent,18339
TR_04,Recurrent,1979
TR_04,Recurrent,3580
TR_04,Recurrent,21743
TR_04,Recurrent,1747
TR_04,Recurrent,34125
TR_04,Recurrent,5544
TR_04,Recurrent,43080
TR_04,Recurrent,25762
TR_04,Recurrent,17009
TR_04,Recurrent,19025
TR_04,Recurrent,15266
TR_04,Recurrent,8852
TR_04,Recurrent,1437
TR_04,Recurrent,13761
TR_04,Recurrent,42645
TR_04,Recurrent,17692
TR_04,Recurrent,12448
TR_04,Recurrent,10345
TR_04,Recurrent,27649
TR_04,Recurrent,24947
TR_04,Recurrent,15773
TR_04,Recurrent,24277
TR_04,Recurrent,25703
TR_04,Recurrent,32586
TR_04,Recurrent,1536
TR_04,Recurrent,23530
TR_04,Recurrent,47970
TR_04,Recurrent,1666
TR_04,Recurrent,29713
TR_04,Recurrent,16926
TR_04,Recurrent,20449
TR_04,Recurrent,19068
TR_04,Recurrent,14214
TR_04,Recurrent,23682
TR_04,Recurrent,16206
TR_04,Recurrent,2376
TR_04,Recurrent,22697
TR_04,Recurrent,20039
TR_04,Recurrent,26691
TR_04,Recurrent,13985
TR_04,Recurrent,26242
TR_04,Recurrent,28537
TR_04,Recurrent,11765
TR_04,Recurrent,16441
TR_04,Recurrent,19093
TR_04,Recurrent,15711
TR_04,Recurrent,27300
TR_04,Recurrent,59563
TR_04,Recurrent,32515
TR_04,Recurrent,2250
TR_04,Recurrent,21546
TR_04,Recurrent,33456
TR_04,Recurrent,32119
TR_04,Recurrent,13321
TR_04,Recurrent,34070
TR_04,Recurrent,5793
TR_04,Recurrent,28405
TR_04,Recurrent,30363
TR_04,Recurrent,3484
TR_04,Recurrent,24368
TR_04,Recurrent,24460
TR_04,Recurrent,43539
TR_04,Recurrent,11728
TR_04,Recurrent,23881
TR_04,Recurrent,33650
TR_04,Recurrent,22297
TR_04,Recurrent,22398
TR_04,Recurrent,22296
TR_04,Recurrent,18305
TR_04,Recurrent,13152
TR_04,Recurrent,32314
TR_04,Recurrent,12628
TR_04,Recurrent,5416
TR_04,Recurrent,1936
TR_04,Recurrent,38603
TR_04,Recurrent,25729
TR_04,Recurrent,35662
TR_04,Recurrent,5428
TR_04,Recurrent,21464
TR_04,Recurrent,33530
TR_04,Recurrent,25674
TR_04,Recurrent,16782
TR_04,Recurrent,18791
TR_04,Recurrent,43567
TR_04,Recurrent,19509
TR_04,Recurrent,28198
TR_04,Recurrent,1223
TR_04,Recurrent,14633
TR_04,Recurrent,29807
TR_04,Recurrent,25880
TR_04,Recurrent,16869
TR_04,Recurrent,15845
TR_04,Recurrent,31625
TR_04,Recurrent,30579
TR_04,Recurrent,8161
TR_04,Recurrent,13406
TR_04,Recurrent,43455
TR_04,Recurrent,2037
TR_04,Recurrent,24740
TR_04,Recurrent,23899
TR_04,Recurrent,32110
TR_04,Recurrent,20563
TR_04,Recurrent,58225
TR_04,Recurrent,16359
TR_04,Recurrent,33448
TR_04,Recurrent,27790
TR_04,Recurrent,36519
TR_04,Recurrent,12619
TR_04,Recurrent,37750
TR_04,Recurrent,21308
TR_04,Recurrent,32919
TR_04,Recurrent,1239
TR_04,Recurrent,22251
TR_04,Recurrent,32878
TR_04,Recurrent,24376
TR_04,Recurrent,51326
TR_04,Recurrent,2147
TR_04,Recurrent,42300
TR_04,Recurrent,12246
TR_04,Recurrent,11224
TR_04,Recurrent,2977
TR_04,Recurrent,18466
TR_04,Recurrent,6819
TR_04,Recurrent,13794
TR_04,Recurrent,55325
TR_04,Recurrent,15494
TR_04,Recurrent,19238
TR_04,Recurrent,7306
TR_04,Recurrent,32887
TR_04,Recurrent,20394
TR_04,Recurrent,2128
TR_04,Recurrent,12806
TR_04,Recurrent,16326
TR_04,Recurrent,38194
TR_04,Recurrent,27115
TR_04,Recurrent,53458
TR_04,Recurrent,44072
TR_04,Recurrent,26121
TR_04,Recurrent,19467
