avg.exp,pct.exp,features.plot,id,avg.exp.scaled
0.4122465101054637,21.83406113537118,Nsg1,Ependymal,-0.2562383047341731
0.7037130441423732,31.004366812227076,Cntn1,Ependymal,-0.15346753756061784
0.8469142396736316,40.174672489082965,Mmp15,Ependymal,-0.12755380256348495
1.297639212969071,40.174672489082965,Fabp7,Ependymal,0.009876761711289938
0.22530084150156487,10.043668122270741,Zdhhc2,Ependymal,-0.4458215818978566
1.239839630128952,46.288209606986904,Uchl1,Ependymal,0.558443531608961
0.18498697913810258,10.582010582010582,Tg-hPDGFB-nHA,Fibroblast,-0.2921361000983789
0.102651390249259,5.555555555555555,Lhfpl3,Fibroblast,-0.44119945939700345
1.4195915410854598,25.396825396825395,Cdkn2a,Fibroblast,1.0628680538964317
0.0939286271928867,5.026455026455026,Vxn,Fibroblast,-0.42189509935670094
4.13759750788145,48.94179894179894,Pdgfra,Fibroblast,1.1793729850335337
0.21418403757637824,8.73015873015873,Gap43,Fibroblast,-0.35858516179772254
0.18606118051357437,10.846560846560847,Cacng4,Fibroblast,-0.4138032784277919
0.5356317184017481,13.756613756613756,Moxd1,Fibroblast,0.560965672408741
0.48075016608737736,21.164021164021165,Col11a1,Fibroblast,0.24306254745128025
0.2092474822543592,8.994708994708994,Sox11,Fibroblast,-0.34178059805213484
0.18068268025321849,6.349206349206349,Tub,Fibroblast,-0.3646556182632397
3.8293866618319155,25.132275132275133,Igfbp3,Fibroblast,1.8206113567310496
0.0366189369553326,2.91005291005291,Pcdh15,Fibroblast,-0.4563229787433509
0.07210369304066032,3.968253968253968,Matn4,Fibroblast,-0.42478272685754737
0.12910828820775805,5.291005291005291,Sox10,Fibroblast,-0.37442414605368524
0.16335600557274782,8.201058201058201,Olig1,Fibroblast,-0.39852171468804687
0.05282209292200229,2.91005291005291,Plppr5,Fibroblast,-0.4903924872228164
0.0863289835890606,3.7037037037037033,Pnlip,Fibroblast,-0.2657738028808291
0.24348225736752002,14.550264550264549,Ncald,Fibroblast,-0.499077841658146
0.5897122410171197,27.24867724867725,Nsg1,Fibroblast,-0.06580214496659971
0.14610346404533878,8.201058201058201,Cntn1,Fibroblast,-0.6856029070875856
0.6767397925722913,23.544973544973544,Mmp15,Fibroblast,-0.26080411780537377
0.35034379546692634,14.02116402116402,Fabp7,Fibroblast,-0.5771375012135156
0.3968860714521903,12.698412698412698,Zdhhc2,Fibroblast,-0.20594196570193893
0.3459938423341229,13.756613756613756,Uchl1,Fibroblast,-0.33248647958608696
34.997068541371505,92.35034245559937,Tg-hPDGFB-nHA,Neoplastic,2.5
9.342766803282345,95.29160613158597,Lhfpl3,Neoplastic,2.5
6.976572975154289,88.35947460491595,Cdkn2a,Neoplastic,2.5
6.231822921552192,92.77137011889583,Vxn,Neoplastic,2.5
11.771102881125314,92.45708186319565,Pdgfra,Neoplastic,2.1875815773666707
8.019336400746928,91.2414386100157,Gap43,Neoplastic,2.5
5.588612039879109,92.05680908470958,Cacng4,Neoplastic,2.3182371190952282
4.212646593339253,81.34432353900436,Moxd1,Neoplastic,2.5
5.1657486483940485,85.74435911880688,Col11a1,Neoplastic,2.5
5.068011717658742,89.367569009992,Sox11,Neoplastic,1.5450353613970411
3.9419205654855327,87.32766033148516,Tub,Neoplastic,2.5
6.491950614548139,86.19207163400243,Igfbp3,Neoplastic,2.5
4.651614696832743,87.70717822516086,Pcdh15,Neoplastic,2.274696557288773
4.755005678297931,86.48560500489222,Matn4,Neoplastic,2.4722821492459137
7.908761111218047,94.29833664423163,Sox10,Neoplastic,2.2966309336921986
12.43543497502027,95.52880481513327,Olig1,Neoplastic,2.5
4.00103783735825,86.26323123906661,Plppr5,Neoplastic,2.4727860511618496
5.054942715840868,79.98043110860735,Pnlip,Neoplastic,2.5
8.311390698452016,94.24496694043349,Ncald,Neoplastic,2.5
4.682551682629756,90.97755507456934,Nsg1,Neoplastic,1.9835676825486017
10.230307176571884,94.11154268093811,Cntn1,Neoplastic,2.3778077487930744
13.36070819094149,93.44738636700566,Mmp15,Neoplastic,2.5
19.8766194595427,97.63097814807128,Fabp7,Neoplastic,2.4470102460068377
4.894976655939947,88.46917899605657,Zdhhc2,Neoplastic,2.4294477807384083
3.589875941832499,86.51821982387999,Uchl1,Neoplastic,1.813562774636939
