Level_4,Hypoxia_score
Neopl-Bulk,-0.00508980624048494
Neopl-Bulk,0.006991142404372708
Neopl-CC-II,-0.06550200946733281
Neopl-Bulk,0.07024432923666796
Neopl-Bulk,0.22514896856849304
Neopl-Bulk,-0.05451106078501128
Neopl-CC-III,-0.016936149747135976
Neopl-Bulk,-0.02950879583740984
Neopl-Bulk,0.03426270652441463
Neopl-Bulk,0.027842415138965015
Neopl-Bulk,0.16236604940831728
Neopl-Bulk,-0.07989662329289263
Neopl-OPC,-0.03520138756632374
Neopl-Bulk,0.21481753336810372
Neopl-CC-II,-0.03533922157452307
Neopl-CC-II,0.08488525326985341
Neopl-Bulk,0.0206626933840795
Neopl-CC-III,-0.07938525941119079
Neopl-Bulk,0.18751038217666022
Neopl-Bulk,-0.004929591301548575
Neopl-CC-I,-0.001974877224825422
Neopl-CC-II,-0.0739764006034121
Neopl-RNA-low,-0.06956490731024093
Neopl-Bulk,-0.0190445051531552
Neopl-CC-II,-0.04226093528198016
Neopl-Bulk,7.522006890425814e-4
Neopl-Bulk,0.07380620999829907
Neopl-OPC,-0.026414681458684475
Neopl-OPC,0.010703377441421302
Neopl-Bulk,0.020333705600766416
Neopl-CC-II,-0.03769383294099199
Neopl-CC-III,0.004420837547927936
Neopl-Bulk,-0.050169896543914905
Neopl-Bulk,0.029543936527982817
Neopl-Bulk,-0.014208746029221175
Neopl-Bulk,0.07630819495816371
Neopl-CC-II,-0.11349651987486611
Neopl-Bulk,0.032932060267823526
Neopl-Bulk,0.003750277147522574
Neopl-Bulk,0.03978041791916037
Neopl-Bulk,0.17148829709767033
Neopl-CC-I,-0.001201585911318248
Neopl-Bulk,0.14984565205415346
Neopl-CC-II,0.0227527842330974
Neopl-CC-II,-0.04698390019162396
Neopl-Bulk,0.017134165596632278
Neopl-Bulk,0.11146669775294865
Neopl-Bulk,0.06213332328615212
Neopl-CC-II,-0.0754051929079666
Neopl-CC-I,0.011001469957877985
Neopl-CC-I,-0.027142184563985317
Neopl-Bulk,0.005989251658490791
Neopl-Bulk,0.013694396433777067
Neopl-CC-III,-0.017132163306998516
Neopl-CC-III,-0.06772152597149594
Neopl-OPC,0.008685816980285865
Neopl-Bulk,0.22017480463160205
Neopl-Bulk,-0.022338319818472008
Neopl-CC-II,-0.02738726187670204
Neopl-Bulk,0.19527259341746644
Neopl-Bulk,0.14997001464108156
Neopl-Bulk,0.01653568944779754
Neopl-Bulk,0.06735103599677256
Neopl-CC-III,-0.009485747398625621
Neopl-Bulk,0.09928211211051813
Neopl-CC-I,-0.02676173748470423
Neopl-CC-III,0.018464157323158925
Neopl-Bulk,-0.04915684552491523
Neopl-Bulk,0.03714025667333459
Neopl-Bulk,-0.047108638744659814
Neopl-Bulk,-0.024869985119184423
Neopl-RNA-low,-0.03184254681222842
