gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,comparison,direction
Pptc7,0.8152747419751046,-0.2454936186579817,0.138,0.129,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Hdac8,0.8678676508966197,-0.24551981331065686,0.233,0.219,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Rreb1,0.40591340722913233,-0.24584203705966945,0.147,0.126,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pacs2,0.8916231718966623,-0.24613874527303903,0.142,0.135,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Rab33b,0.4423632029829564,-0.2461859936161528,0.26,0.226,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Irf3,0.8135426688413676,-0.24624438830183637,0.23,0.219,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Fgf13,0.9049773820218605,-0.24629044659107002,0.108,0.105,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Jade2,0.36476978887462375,-0.24701281936714814,0.151,0.17,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Slc7a5,0.6336339183039201,-0.2473006639656672,0.614,0.571,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
B3galt1,0.9079732362330322,-0.24733610203321832,0.176,0.167,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Kank1,0.5539067782904541,-0.24742168062661984,0.318,0.286,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Copz2,0.9000263205620888,-0.24768725217985943,0.149,0.149,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Bbs2,0.7178486784258682,-0.24768796632836354,0.156,0.143,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Cisd1,0.4767303295886001,-0.24788392245562815,0.445,0.39,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Cystm1,0.7553297174295629,-0.24795428171920508,0.625,0.562,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mtpn,0.8607144545576587,-0.24809981724718222,0.549,0.515,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Nxn,0.6431038620023992,-0.24892928793820152,0.336,0.338,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ndufa13,0.47922569247693997,-0.24896367004315545,0.786,0.715,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Gpc6,0.8082524148745822,-0.24918545339999132,0.345,0.337,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Echdc1,0.10925335002572122,-0.24957779754857667,0.402,0.331,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mecr,0.9130683505425808,-0.24987405871606994,0.147,0.146,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Tmem101,0.7656598572796529,-0.2501434064384773,0.174,0.175,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Psmb9,0.2508895592113524,-0.25020045269067426,0.228,0.191,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pawr,0.8440182416205456,-0.25086863309577123,0.142,0.144,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ctns,0.4441868643382013,-0.25091713309933406,0.201,0.175,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Arhgef40,0.4090519274903984,-0.2516089050326845,0.483,0.424,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pcca,0.6218729068654637,-0.25175480807801764,0.237,0.24,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Phyhd1,0.7358141529744309,-0.2518116165444291,0.323,0.302,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ubiad1,0.4406529492699014,-0.2521597053641973,0.248,0.255,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Tspan31,0.592729348117856,-0.25238284824857793,0.673,0.597,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Lrig1,0.029150565579465732,-0.25248140594693425,0.718,0.731,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ddt,0.6589659354890475,-0.2526866247187396,0.293,0.268,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Faf2,0.4341212778058385,-0.25283059820824205,0.348,0.306,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Irf7,0.24725760471016403,-0.2528565310610582,0.158,0.128,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Lin7c,0.8352830521033671,-0.253007379196472,0.433,0.404,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Dhrs7b,0.35634493030721137,-0.25377567847890137,0.248,0.21,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Trim37,0.3963527986611691,-0.253971439130094,0.327,0.282,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Abhd16a,0.8611424677280872,-0.2542462104932427,0.37,0.359,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Zdhhc9,0.5762181012060741,-0.25447646148221914,0.282,0.255,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ctnna1,0.1724361759623245,-0.25486900750180475,0.695,0.656,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pcdhga11,0.8861715865846493,-0.25487240155327107,0.205,0.195,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Sept8,0.7553444260359141,-0.2550997093887426,0.81,0.694,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Msi2,0.9301849026473823,-0.255399807744344,0.673,0.574,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Nbl1,0.5575043855109583,-0.25548105630530804,0.402,0.365,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Asrgl1,0.4220969628568807,-0.25578863164632093,0.783,0.734,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Gan,0.7911597985149004,-0.25601615681318624,0.169,0.171,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Klhl9,0.895862925261872,-0.2561838309599798,0.564,0.492,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Tnfrsf1a,0.3973891772950008,-0.25632184621775433,0.729,0.649,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mapk8ip1,0.8092043214058064,-0.2568821435987998,0.605,0.534,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Scp2,0.7329516606381223,-0.2575293248792915,0.391,0.372,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Adnp2,0.3877007141353123,-0.2575735564086521,0.172,0.189,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Tmem9b,0.2717281340494273,-0.25768540572972265,0.632,0.583,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Nomo1,0.11302457988796083,-0.2579543735952169,0.334,0.269,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pdxdc1,0.42721095796026765,-0.2581674311233364,0.196,0.17,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Rex1bd,0.4052964203998281,-0.2583005318485455,0.269,0.23,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Tmem144,0.2667367040930888,-0.2583034390210823,0.126,0.101,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Kremen1,0.3416020279414235,-0.25868046349618945,0.384,0.387,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Azin2,0.7155605983938015,-0.25881651065315925,0.095,0.1,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Slc18b1,0.7277462533023722,-0.25932733629859905,0.221,0.224,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mvk,0.07922649395879051,-0.2594567723374138,0.26,0.205,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Zbtb7b,0.508304771062997,-0.259485648806391,0.122,0.107,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Psme3,0.6907597528003817,-0.25965720391044667,0.497,0.453,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
E2f3,0.5855139643952214,-0.26082807265611163,0.226,0.205,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ppm1k,0.34294529388064204,-0.2613525697771344,0.156,0.174,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Cflar,0.6371929971498663,-0.26135880953439616,0.131,0.119,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
B9d2,0.26077978450818373,-0.2613874916884398,0.135,0.111,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Rhod,0.6423403338217735,-0.26149777446984035,0.158,0.143,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Hdac4,0.5397740282570977,-0.2615400920863976,0.3,0.268,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Aldh1a1,0.11085150546198307,-0.26265509728126557,0.228,0.266,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Tspan15,0.9405477014371453,-0.2632763804858071,0.476,0.435,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Nfasc,0.37234212677488043,-0.2633128776759144,0.727,0.673,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pcdh1,0.9863200136567803,-0.2634909621867685,0.589,0.495,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Camk2n2,0.6637759880434795,-0.264546544634503,0.129,0.116,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Txndc5,0.5489523835268832,-0.2651837135219869,0.567,0.525,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Trmt6,0.3353795960298441,-0.26564769916725584,0.199,0.168,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Aacs,0.8103168329979977,-0.26583155245142076,0.284,0.279,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Kirrel3,0.46220006577057965,-0.2660881794323715,0.217,0.189,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Dpm1,0.4911342840591086,-0.26653202858990466,0.296,0.264,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mgst3,0.7238952677119387,-0.2669051566581637,0.131,0.136,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mcu,0.26778826917132026,-0.2675164906395763,0.323,0.272,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
P4htm,0.8103072837930136,-0.267618145254394,0.102,0.097,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Plekho1,0.5801587668774595,-0.2682373192732821,0.37,0.321,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Nfia,0.10714120604736306,-0.26842333779650196,0.725,0.694,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Nptn,0.09304946977747233,-0.26846235857154,0.666,0.606,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Gbe1,0.5424301695908806,-0.2687552711903829,0.16,0.171,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ubr7,0.820139517534346,-0.26934583326197326,0.282,0.275,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Dcaf4,0.27384341940909956,-0.26952714548981493,0.108,0.087,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Eif2b5,0.6061289015644362,-0.27028040406047293,0.269,0.244,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pak1ip1,0.27270331763905564,-0.2706163768108138,0.404,0.339,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Nacc2,0.9941768941493259,-0.27103667112233065,0.652,0.581,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Plekhh3,0.5887176032254909,-0.2714124078178357,0.122,0.108,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ntpcr,0.38514825356904586,-0.2716136931516251,0.151,0.13,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Me3,0.3136005807119174,-0.27234251386868147,0.167,0.14,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mocs1,0.8380578411511133,-0.27239819881060345,0.111,0.104,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Fbxo44,0.921544297162819,-0.27254714103662103,0.291,0.283,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Heg1,0.08857741767776384,-0.27304646399262533,0.185,0.14,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Fiz1,0.11188890112750376,-0.273101940256369,0.167,0.128,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Zcchc24,0.20110585505435202,-0.2735513227253519,0.727,0.67,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Sash1,0.0796684074699343,-0.27365210617112123,0.646,0.634,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Chpf,0.7655586758386164,-0.2739405822762495,0.512,0.445,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Hsd17b11,0.584928987251357,-0.2741382991455269,0.474,0.418,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Tsfm,0.18539471453242987,-0.27464581272580846,0.226,0.184,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mcfd2,0.17679319354357953,-0.27471479787746145,0.284,0.304,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Arntl,0.701444013324892,-0.2747316408397116,0.102,0.093,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Serpinb6a,0.9322010151887814,-0.27494626268532085,0.386,0.359,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Tle1,0.4487013120467692,-0.27502853339491623,0.334,0.334,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ginm1,0.576280894945475,-0.2751879019090005,0.458,0.428,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ptpn4,0.802258066233632,-0.27564417176251976,0.181,0.181,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Tmc6,0.3098028863148804,-0.27590521584158134,0.097,0.116,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Wnk2,0.34472107279744546,-0.2762014086465272,0.212,0.18,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Zfp385a,0.9487146828826813,-0.2764532397529944,0.431,0.397,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ecsit,0.4152818081435564,-0.27652940699824335,0.244,0.212,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Per3,0.2950747245664972,-0.277237828189725,0.153,0.174,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pdik1l,0.2031372451871496,-0.2774280952228674,0.102,0.077,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Acer3,0.09409648820037518,-0.2781454002825412,0.095,0.126,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mtln,0.8149842319158168,-0.27827113545881144,0.3,0.275,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Tbcd,0.31352086127999884,-0.2788168861473208,0.172,0.142,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mrrf,0.2703650525291247,-0.27894849029161506,0.122,0.098,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Tomm5,0.26051000403822583,-0.27964410949498186,0.474,0.387,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mvp,0.7174929304079537,-0.279799580233693,0.149,0.137,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pdcl,0.9224739436782345,-0.2800010278475862,0.235,0.229,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Alpl,0.5061592887084461,-0.28002784618253473,0.142,0.125,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Fndc4,0.6758513520672305,-0.2800487016209331,0.497,0.473,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Bhlhe41,0.051017589732281536,-0.2801683040458528,0.467,0.505,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Derl2,0.048892060808704126,-0.28041429303523635,0.352,0.379,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Tmem147,0.6794578396058968,-0.280890190017203,0.587,0.52,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Snrpb,0.7498674895320525,-0.28130579087832075,0.174,0.178,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Oscp1,0.6602863135633369,-0.28144887124141915,0.14,0.126,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Uqcrc2,0.7623710585768115,-0.28149429534007653,0.549,0.481,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Rnh1,0.6278339344093744,-0.2815992390624724,0.363,0.328,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Sdf2,0.6369397579722865,-0.2816159634818046,0.544,0.496,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ccn3,3.8429302391496054e-5,-0.2824828142296798,0.065,0.146,0.7329620845130043,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Zdhhc21,0.9319790148226719,-0.2825226969535639,0.203,0.195,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Kctd6,0.24391172288113955,-0.28275184474083337,0.273,0.233,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Id3,9.216046724119356e-5,-0.2828605666611197,0.842,0.85,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Dgat1,0.6315821249516324,-0.2830389118144834,0.102,0.091,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ndrg1,0.3806135261346083,-0.2836942350230135,0.235,0.206,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Snap47,0.30974481502452844,-0.2839770353551244,0.413,0.352,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Alg5,0.26666321065227605,-0.2847376001075166,0.19,0.158,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Sept10,0.8315646906295941,-0.2847651833171023,0.174,0.17,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ndc1,0.9281717339860446,-0.285731940496311,0.194,0.188,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pgk1,0.09665924172960429,-0.2857668141874462,0.528,0.546,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Lrrfip2,0.13298266615707569,-0.28652845078311273,0.233,0.185,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Klhl26,0.9130925108774938,-0.2868105441892457,0.169,0.165,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Lrrc8c,0.3064884982816019,-0.2868763374372255,0.433,0.425,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Osbpl1a,0.9564556195363882,-0.28699109826657265,0.497,0.46,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Magi3,0.6262654567684243,-0.28699695652345714,0.233,0.21,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Prpf4,0.8799042347185033,-0.2870153000284268,0.108,0.104,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Arsb,0.5557824631088262,-0.28769345127565527,0.402,0.398,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ppm1m,0.7585074216413199,-0.288047744825239,0.147,0.136,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Tmx3,0.9038009841286051,-0.28828162418161246,0.524,0.463,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Tiam2,0.9224478373731452,-0.2887171298013922,0.14,0.136,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Uba5,0.9276507929625603,-0.28932616799857813,0.253,0.241,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Gosr2,0.8386842598232125,-0.2895525602099776,0.413,0.383,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Stard5,0.5558993339259752,-0.2896358254237881,0.113,0.1,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Col1a2,0.1669271679771811,-0.28973427712139577,0.233,0.259,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Trim39,0.15225581144225167,-0.28975730705842384,0.088,0.114,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pigs,0.60171054473826,-0.29024486172812936,0.494,0.453,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Fam210a,0.7519196915925546,-0.29144955396712935,0.233,0.216,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Lyrm4,0.8715859050808521,-0.2920775053441531,0.178,0.17,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Smim1,0.7378925013250719,-0.29272186794035226,0.111,0.116,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Etfrf1,0.2536803089731234,-0.2928215797266923,0.327,0.278,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Hist1h4i,0.3057792240033176,-0.29325676322567795,0.117,0.095,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Slc30a6,0.8662294125225586,-0.29386647795944976,0.12,0.114,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pno1,0.7843147691923044,-0.29439433198407916,0.219,0.205,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Rpn2,0.12708729807346403,-0.2944034016685422,0.598,0.59,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Per1,0.36345742469491576,-0.29445806722369894,0.533,0.446,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Stoml1,0.11610093437711533,-0.29449603332092544,0.174,0.21,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Insyn1,0.6097221917559228,-0.29457515476642565,0.282,0.258,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Foxj2,0.33267900065296113,-0.2946519901668405,0.203,0.174,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Dclk1,0.8976124949221503,-0.2953058969282978,0.767,0.7,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Atp5b,0.4223909098981097,-0.2956120702686804,0.743,0.677,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Brsk2,0.22302902215429735,-0.29752251031057175,0.219,0.185,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Cdh2,0.04926897890062106,-0.2977050088777067,0.795,0.746,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Chst11,0.18833882663280205,-0.29779059781717976,0.607,0.574,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Rangrf,0.4102660152738278,-0.29840221624710817,0.275,0.243,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ndufaf5,0.8137728059728749,-0.2984071775956081,0.153,0.143,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Flot2,0.3528456446716403,-0.29947023094796843,0.465,0.453,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Got1,0.8128649185822099,-0.30003567222359684,0.144,0.146,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Glod4,0.204863120453154,-0.3002384043035531,0.334,0.279,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Tmem214,0.7849815773320321,-0.30026497444634903,0.291,0.273,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Tysnd1,0.3707663613841702,-0.30051224195947746,0.194,0.167,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Msrb2,0.06119863479801358,-0.30053800779836903,0.079,0.112,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pex16,0.9568478786328204,-0.3008697839042962,0.111,0.108,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Purb,0.8827160061019567,-0.30090950516306925,0.718,0.619,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Nt5c,0.3944330363453118,-0.30115398878120836,0.269,0.236,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Fgd4,0.9246887413937789,-0.30185709791661,0.208,0.202,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Tox2,0.634831780507347,-0.3022095649651513,0.12,0.109,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
L3mbtl2,0.6669645129351212,-0.3022242162419646,0.108,0.1,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Nadk,0.6452213743122361,-0.30247903488744876,0.53,0.478,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Idh3a,0.514370091876176,-0.30249201876288845,0.589,0.534,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Tmem243,0.04398166440040665,-0.30285167833873156,0.273,0.318,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Cep63,0.8593591785094832,-0.30288672809514683,0.167,0.16,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Dad1,0.6078903294214661,-0.30367678803180354,0.609,0.55,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Kctd10,0.07569708055861056,-0.30413642370280874,0.323,0.258,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Nck1,0.37903784633022575,-0.3043838962510552,0.212,0.184,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Clip4,0.9278161927093844,-0.30468934967228145,0.28,0.269,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
C1ra,0.6144036336790883,-0.30489426489088545,0.187,0.192,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Cap2,0.6433171076856813,-0.3049810143569638,0.287,0.283,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Tinf2,0.002145919492228634,-0.3051713404875509,0.257,0.174,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mesd,0.561463542859179,-0.3054326292746833,0.418,0.365,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Nedd4l,0.5018023789431462,-0.3054686194725942,0.278,0.245,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Serpine1,0.6035023630914433,-0.3057545588175338,0.135,0.121,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Kdelr1,0.26459705045013476,-0.3067658978162884,0.612,0.557,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Galnt11,0.9339637124158866,-0.30698076017228937,0.242,0.237,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Idnk,0.7763891906082588,-0.30787546384339204,0.208,0.194,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Slc35a3,0.2824320742875909,-0.30825680639904096,0.194,0.215,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Smim20,0.35504122833351964,-0.3083573046511473,0.321,0.272,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Slc9a6,0.5779891418343093,-0.3085327148929451,0.244,0.217,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Psd3,0.4405672375494927,-0.30870799429497836,0.307,0.266,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Papss2,1.573967695854222e-11,-0.3102465183265444,0.147,0.324,3.002028586302758e-7,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Atp6v0d1,0.357084142421895,-0.3103370849347268,0.578,0.523,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Sccpdh,0.819694061901847,-0.31103177672206167,0.404,0.374,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Rflna,0.6010733853790715,-0.312056210634475,0.181,0.189,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Frs2,0.20754739934644836,-0.31253160661382706,0.248,0.208,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Tmem176b,1.4912215981038776e-4,-0.3128124005163144,0.786,0.79,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Scd1,0.004040406238912652,-0.3130235401982935,0.713,0.544,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Cept1,0.5138840173333074,-0.3134058396491377,0.237,0.243,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Lactb2,0.5673646890035595,-0.3147213265195936,0.208,0.185,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Tmem87b,0.9855703095415168,-0.3157658460613375,0.178,0.173,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
mt-Nd4l,0.004254513289581691,-0.3161453873544269,0.824,0.797,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
